y,predict
-6.9,-6.34151554107666
-5.73,-5.760322570800781
-7.0,-7.275962829589844
-6.46,-6.496848106384277
-5.55,-6.095353126525879
-6.26,-6.45770263671875
-5.72,-5.919249534606934
-6.09,-5.804247856140137
-6.59,-6.908262252807617
-5.56,-5.485470294952393
-5.83,-5.803380012512207
-5.05,-5.396430015563965
-5.1,-5.362719535827637
-6.94,-5.626194477081299
-5.33,-5.682000160217285
-6.07,-5.761166572570801
-5.11,-5.368269920349121
-4.7,-4.590087413787842
-7.56,-7.2365312576293945
-8.4,-8.240530014038086
-5.57,-5.7715349197387695
-5.89,-6.165952682495117
-5.42,-5.586444854736328
-6.16,-6.4112443923950195
-4.93,-5.13610315322876
-5.06,-5.531411170959473
-6.4,-5.697561264038086
-4.98,-4.919088840484619
-5.35,-5.504300117492676
-5.64,-6.1771697998046875
-5.12,-5.285658836364746
-6.5,-6.229790687561035
-5.85,-6.160963535308838
-6.0,-5.719382286071777
-4.86,-5.024252891540527
-5.01,-5.515987396240234
-7.11,-6.152831077575684
-6.0,-6.317310333251953
-4.4,-4.768861293792725
-5.4,-4.98172664642334
-6.89,-6.671684265136719
-4.96,-5.561627388000488
-5.31,-5.3674516677856445
-5.81,-5.572347640991211
-6.31,-6.202316761016846
-5.47,-5.967121124267578
-5.43,-5.340575218200684
-5.93,-5.632940292358398
-4.51,-4.388968467712402
-4.08,-4.108153343200684
-6.34,-5.444541931152344
-6.18,-6.025080680847168
-4.92,-5.3240861892700195
-5.25,-5.632068157196045
-5.33,-5.125895023345947
-6.21,-6.000603675842285
-5.85,-5.897665023803711
-4.96,-4.85958194732666
-6.64,-6.054099082946777
-5.49,-5.350537300109863
-5.52,-5.327284336090088
-4.6,-4.684859275817871
-5.56,-5.208245754241943
-5.6,-5.608868598937988
-5.35,-5.4148149490356445
-6.22,-5.4982709884643555
-5.22,-5.25507926940918
-4.72,-4.783152103424072
-5.68,-5.7790422439575195
-5.31,-5.723798751831055
-5.32,-5.584939956665039
-5.17,-4.8191423416137695
-4.83,-4.917818069458008
-5.1,-5.367637634277344
-5.39,-6.481686115264893
-6.39,-6.281188011169434
-5.78,-6.014172554016113
-5.19,-5.467151165008545
-5.41,-5.647790908813477
-4.96,-4.923220634460449
-5.85,-6.071946620941162
-8.89,-8.811403274536133
-6.24,-6.28938102722168
-5.83,-5.655879974365234
-6.07,-6.057275295257568
-7.39,-7.683906078338623
-5.93,-6.130408763885498
-5.79,-5.902006149291992
-5.17,-5.38471794128418
-5.7,-5.8346099853515625
-6.46,-5.771225929260254
-7.83,-7.857754707336426
-5.2,-5.221152305603027
-6.2,-5.855942726135254
-4.82,-5.010068893432617
-5.44,-5.463725566864014
-6.64,-6.902909278869629
-6.43,-5.6671833992004395
-5.8,-6.055730819702148
-5.91,-5.97398567199707
-4.93,-5.4096269607543945
-6.2,-6.067656517028809
-6.12,-5.966904640197754
-5.55,-5.036654472351074
-5.66,-5.9134345054626465
-5.93,-5.567704200744629
-5.03,-5.236368656158447
-4.66,-4.61361837387085
-7.0,-6.169500827789307
-6.49,-6.356645584106445
-5.18,-5.316869735717773
-7.02,-6.350066661834717
-6.59,-6.1706061363220215
-6.59,-6.418728828430176
-6.19,-5.755715370178223
-5.52,-5.300027847290039
-5.65,-5.593972206115723
-4.54,-4.661921501159668
-4.94,-5.07389497756958
-5.86,-6.080639839172363
-4.94,-5.049280166625977
-5.82,-5.203122138977051
-5.7,-5.631222724914551
-5.33,-5.629722595214844
-5.04,-5.1990156173706055
-4.48,-4.405284881591797
-5.21,-4.9661970138549805
-6.43,-6.716335296630859
-4.74,-4.782737731933594
-5.39,-5.985924243927002
-6.86,-6.007135391235352
-7.0,-6.124849796295166
-5.9,-5.708409786224365
-5.37,-5.392563819885254
-6.11,-4.767179489135742
-8.34,-7.109869956970215
-6.44,-6.452258110046387
-5.34,-5.893992900848389
-5.0,-5.648327350616455
-5.46,-5.599480628967285
-5.67,-5.428472995758057
-4.85,-4.8247761726379395
-6.23,-6.177542209625244
-6.69,-5.898861885070801
-6.18,-6.023788928985596
-6.38,-6.0992584228515625
-5.88,-5.655047416687012
-6.04,-5.615635871887207
-5.0,-5.060518741607666
-5.27,-6.266476154327393
-5.96,-5.951752185821533
-5.86,-6.1967597007751465
-7.1,-6.424795150756836
-6.47,-5.606945037841797
-6.79,-6.308472156524658
-5.44,-5.8404388427734375
-6.73,-5.834105491638184
-5.82,-5.799807071685791
-5.99,-5.713028907775879
-7.62,-7.638715744018555
-5.4,-5.642516136169434
-5.33,-6.101020812988281
-5.89,-7.146866798400879
-4.68,-4.969115734100342
-5.46,-5.543893814086914
-6.41,-6.5763840675354
-4.99,-5.341316223144531
-6.28,-6.222861289978027
-6.2,-5.9620866775512695
-4.21,-4.455968856811523
-6.28,-6.0235443115234375
-6.48,-5.898007392883301
-4.79,-4.829459190368652
-5.61,-5.584346294403076
-5.5,-5.434484004974365
-5.55,-5.528461933135986
-5.75,-5.901850700378418
-5.81,-5.592464923858643
-8.0,-7.42888069152832
-6.61,-6.358030319213867
-4.6,-4.578883171081543
-5.68,-6.0696210861206055
-5.7,-5.502162933349609
-4.37,-4.554134368896484
-5.68,-5.4872026443481445
-5.11,-5.655854225158691
-4.67,-4.865599632263184
-5.76,-5.549100875854492
-5.55,-5.914977073669434
-5.67,-5.476574897766113
-7.02,-6.9806437492370605
-5.53,-5.307464599609375
-4.7,-4.607758045196533
-5.22,-5.089689254760742
-5.31,-5.581651210784912
-5.25,-5.377623558044434
-6.18,-5.543463706970215
-5.5,-5.247737884521484
-7.16,-6.690299034118652
-5.53,-5.467567443847656
-4.3,-4.657742023468018
-5.61,-5.9117751121521
-5.37,-5.257256507873535
-7.22,-6.430642127990723
-5.03,-5.225425720214844
-6.9,-6.5081987380981445
-5.69,-6.047150135040283
-5.19,-5.5182600021362305
-6.85,-6.721484661102295
-5.41,-6.119976043701172
-5.51,-5.6020612716674805
-5.69,-6.067306041717529
-6.05,-5.49029541015625
-5.63,-5.8427324295043945
-4.64,-4.963067531585693
-6.38,-6.095132350921631
-5.84,-5.813187122344971
-6.1,-5.8952531814575195
-5.8,-5.896880149841309
-6.11,-6.11112642288208
-4.97,-5.593752384185791
-4.51,-4.579373836517334
-5.13,-5.46787691116333
-5.97,-6.058080673217773
-4.92,-5.232919216156006
-7.74,-8.090373992919922
-5.18,-5.737913131713867
-6.51,-5.602320671081543
-6.67,-6.542167663574219
-5.47,-5.411623001098633
-4.96,-4.828854084014893
-5.7,-5.981442451477051
-5.42,-5.456367492675781
-4.38,-4.51561975479126
-5.54,-5.996416091918945
-5.68,-5.341127872467041
-5.47,-5.995901584625244
-4.35,-4.631894111633301
-5.37,-5.8060622215271
-5.01,-5.016479969024658
-4.28,-4.414324760437012
-5.79,-6.388288497924805
-7.34,-7.2626423835754395
-5.58,-6.1465229988098145
-5.07,-5.364344596862793
-6.07,-5.974170207977295
-5.86,-6.052434921264648
