y,predict
-6.0,-5.221189022064209
-5.96,-5.964169025421143
-4.79,-5.307556629180908
-6.22,-6.430562496185303
-5.4,-6.170950412750244
-6.58,-6.387303352355957
-5.28,-5.295117378234863
-5.72,-6.1077561378479
-5.45,-5.6664042472839355
-4.74,-4.6951470375061035
-5.55,-5.820455074310303
-5.16,-5.344106197357178
-5.6,-5.534491062164307
-5.84,-6.476782321929932
-6.74,-6.265793323516846
-6.44,-5.811458110809326
-6.66,-6.365933895111084
-6.34,-6.051116943359375
-5.1,-5.864724636077881
-5.74,-5.8086161613464355
-5.46,-5.144543170928955
-7.0,-6.749817371368408
-6.02,-5.798572063446045
-5.81,-6.11433744430542
-5.26,-5.519443511962891
-4.57,-5.074442386627197
-5.57,-6.003335475921631
-5.92,-5.4475016593933105
-5.33,-5.492624759674072
-6.22,-6.305745601654053
-4.6,-4.648913860321045
-5.92,-6.273789882659912
-5.8,-6.105968952178955
-5.92,-5.937562942504883
-5.9,-6.023441791534424
-5.42,-5.560682773590088
-5.79,-6.311532497406006
-5.89,-5.316467761993408
-5.64,-5.769830703735352
-5.26,-5.1968464851379395
-5.21,-5.13102912902832
-5.44,-5.517458438873291
-7.0,-6.370086193084717
-6.23,-6.442239284515381
-5.31,-5.0762619972229
-5.13,-5.252902507781982
-4.52,-4.64849853515625
-6.66,-6.507053852081299
-5.24,-5.3393778800964355
-5.02,-5.620997428894043
-5.63,-6.340390682220459
-5.91,-6.2089691162109375
-5.82,-6.11730432510376
-5.11,-5.501142978668213
-5.87,-5.975574016571045
-6.46,-6.256655216217041
