y,predict
-4.82,-4.863501071929932
-5.897175,-6.0331621170043945
-4.48,-4.920528411865234
-5.82,-5.177616119384766
-6.52,-6.563645839691162
-6.17,-5.9790167808532715
-5.7520266,-5.465209484100342
-5.5016894,-5.445190906524658
-4.82,-4.623044490814209
-7.69897,-7.429342746734619
-4.74,-4.521064281463623
-5.1,-5.059813022613525
-5.7447276,-5.236093997955322
-5.2890368,-5.4025044441223145
-5.3555613,-5.372757911682129
-4.4,-4.636329174041748
-6.3,-5.423035144805908
-5.193142,-5.972285747528076
-6.12,-6.134490013122559
-4.96,-5.156332492828369
