y,predict
-5.82,-5.818689823150635
-5.44,-6.600436687469482
-5.77,-5.775920391082764
-6.0,-5.881644248962402
-5.06,-5.251742839813232
-5.64,-5.844225883483887
-6.2,-6.403909206390381
-5.72,-5.977127552032471
-5.72,-5.866671562194824
-5.4,-6.423539638519287
-5.59,-5.82042932510376
-5.44,-6.116741180419922
-5.92,-5.815058708190918
-4.92,-4.73585844039917
-6.537602,-6.069603443145752
-5.55,-5.7202253341674805
-5.13,-5.922027111053467
-5.03,-5.5307111740112305
-5.96,-5.884778022766113
-5.96,-6.005058288574219
-3.58,-3.7905805110931396
-4.74,-5.089593887329102
-7.39,-7.291326999664307
-6.92,-6.272749423980713
-6.0,-5.859030246734619
-5.82,-5.889109134674072
-4.71,-4.846007823944092
-5.96,-5.67374849319458
-5.43,-5.603907585144043
-6.85,-7.273605823516846
-6.85,-7.031156539916992
-5.77,-5.747410774230957
-6.89,-6.363570690155029
-5.25,-5.233665466308594
-6.28,-5.906113147735596
-5.33,-5.0492844581604
-6.29,-5.906040668487549
-5.92,-6.16543436050415
-5.98,-5.9853835105896
-7.24,-7.353755474090576
-5.89,-5.7269439697265625
-5.82,-5.792764186859131
-5.92,-6.275863170623779
-5.92,-5.701262950897217
-7.52,-7.286831378936768
-6.06,-6.665475368499756
-5.96,-5.957630634307861
-6.12,-6.310366630554199
-6.72,-6.866883754730225
-7.74,-7.272148132324219
-5.22,-4.868509769439697
-5.55,-4.534945964813232
-5.72,-5.883511543273926
-7.09,-7.101171016693115
-5.96,-5.840543746948242
-6.21,-6.192863941192627
-5.49,-5.851426124572754
-7.33,-7.120630741119385
-5.82,-6.135532855987549
-5.8041005,-5.91124963760376
-5.55,-5.579680919647217
-7.35,-6.118252277374268
-6.96,-6.9010844230651855
-6.51,-5.9161505699157715
-5.77,-5.845517635345459
-7.05,-7.379943370819092
-5.54,-5.920782566070557
-5.85,-5.939081192016602
-6.55,-6.910386562347412
-4.8153086,-5.021515369415283
-5.89,-5.842104434967041
-5.89,-5.7875285148620605
-6.481486,-6.341476917266846
-5.66,-5.891629219055176
-6.92,-6.931954860687256
-7.13,-6.756176948547363
-5.49,-5.561826705932617
-5.56,-5.226871490478516
-4.63,-5.672682762145996
-5.66,-5.99433708190918
-6.51,-6.8142218589782715
-5.35,-5.677814960479736
-5.96,-5.818139553070068
-5.89,-6.034427165985107
-5.96,-5.8641037940979
-6.55,-7.1703667640686035
-7.62,-7.430979251861572
-6.66,-6.523640155792236
-7.4,-7.469252109527588
-7.18,-7.501510143280029
-6.52,-6.295413970947266
-5.96,-5.850090503692627
-5.39,-5.763312339782715
-5.860121,-5.8725762367248535
-5.92,-5.715363025665283
-7.31,-6.987502574920654
-7.14,-7.308337688446045
-6.21,-6.2138237953186035
-7.0,-7.130159378051758
-5.55,-5.855574131011963
-5.96,-5.741892337799072
-5.92,-5.714071273803711
-5.03,-4.99435567855835
-7.02,-6.797311305999756
-7.51,-7.268992900848389
-5.72,-6.391220569610596
-7.6,-7.174117565155029
-6.4,-5.986630916595459
-6.62,-7.229859828948975
-5.85,-5.705201625823975
-5.92,-6.358442306518555
-6.8,-7.160470962524414
-5.51,-5.665712833404541
-4.27,-4.723087787628174
-6.96,-7.47583532333374
-6.251812,-6.158951759338379
-5.6,-6.010432243347168
-6.89,-6.510404109954834
-6.2,-6.195873737335205
-5.74,-5.908962249755859
-5.8,-6.11392068862915
-5.59,-5.795486927032471
-6.44,-6.8357319831848145
-7.77,-7.276453495025635
-6.0,-6.357040882110596
-7.7,-6.954955577850342
-5.0,-5.693807601928711
-6.124939,-6.295187473297119
-5.84,-6.132646083831787
-6.0,-5.825864791870117
-4.93,-5.933474063873291
