epoch,train_loss,test_loss,r2,mse,mae,best_loss
1,7.798333207665104,0.6437705964532517,-0.08044080507270146,0.6437705943196674,0.6699713350252341,0.6437705964532517
2,0.7300329337795475,0.5908624739137315,0.00835490340815126,0.5908624981487642,0.5951337777931271,0.5908624739137315
3,0.7234917997403909,0.5879673730326063,0.013213853383685414,0.5879673380448207,0.6112957000732422,0.5879673730326063
4,0.6800220253307805,0.5853683284220804,0.01757579152371691,0.5853683178156609,0.6153038985856617,0.5853683284220804
5,0.6397526589766511,0.5566910641793986,0.06570480064961381,0.5566910958304079,0.5962279079524615,0.5566910641793986
6,0.6419025644394581,0.544596136526297,0.08600377103871004,0.5445961433164787,0.5912161492209398,0.544596136526297
7,0.638553896023117,0.5757186904208351,0.03377079352894774,0.5757186766534926,0.6489420046333139,0.544596136526297
8,0.5904928487271348,0.4963684282230057,0.1669443917893797,0.49636842803525577,0.5389515935009672,0.4963684282230057
9,0.5518355252279681,0.5012233148094352,0.15879643659440368,0.5012233112771071,0.6130183125270232,0.4963684282230057
10,0.5086169174103741,0.4193721550111552,0.2961673170435891,0.4193721511452595,0.5223812547348837,0.4193721550111552
11,0.5167639880386624,0.4095210128158103,0.31270049298842406,0.40952101218972736,0.5201810225275637,0.4095210128158103
12,0.5051854888294792,0.40299586724233993,0.323651652666775,0.40299586565553375,0.5237893439431227,0.40299586724233993
13,0.47508579881844426,0.43959672305420155,0.26222435687883605,0.4395967479354199,0.5696785795779629,0.40299586724233993
14,0.4291421899965398,0.3813980288860452,0.3598993227209416,0.38139802893563696,0.4960259954437955,0.3813980288860452
15,0.44512501037960034,0.4542126959289303,0.2376943983707671,0.45421269532766406,0.5841067073909381,0.3813980288860452
16,0.43757013510201725,0.40045354566501296,0.32791847641048133,0.400453518453867,0.5032221852368071,0.3813980288860452
17,0.4225319707868866,0.37312514181355483,0.3737837153948651,0.37312514283073095,0.483722199010485,0.37312514181355483
18,0.41225473470259155,0.3644066439330123,0.38841596114812826,0.3644066554313442,0.49024961194919264,0.3644066439330123
19,0.4071085382256091,0.3803968374965755,0.36157966010331477,0.38039681555103594,0.5196271233886253,0.3644066439330123
20,0.3783557938760979,0.3771128727279547,0.36709111198904787,0.3771128682589823,0.45893409961962517,0.3644066439330123
21,0.363012652765198,0.35658862581121104,0.40153697322669335,0.3565886225467707,0.4464878489952961,0.35658862581121104
22,0.37465734133991374,0.3344416864045704,0.4387061894778439,0.33444169110540484,0.4629492650505241,0.3344416864045704
23,0.3628175879454997,0.3211104655993804,0.4610799977661354,0.3211104657469008,0.45231600390135784,0.3211104655993804
24,0.3674103188454043,0.310781420642183,0.4784152474915664,0.3107814185968631,0.4300085133268633,0.310781420642183
25,0.37863827237039427,0.3382186753149251,0.43236725941448495,0.338218683565408,0.47106355929192695,0.310781420642183
26,0.349186114278054,0.31508101921045145,0.4711992421911444,0.315081008170911,0.4570235478059026,0.310781420642183
27,0.3363167032334034,0.3667813566804842,0.38443050049683647,0.3667813550540109,0.5114656586683434,0.310781420642183
28,0.35251989032981557,0.2970940629944547,0.5013867302743951,0.29709407445540353,0.4350809286568911,0.2970940629944547
